seq	type	date	time	location	LatLng
462	住宅竊盜	1041005	22~24	台北市信義區黎平里富陽街87巷1~30號	"25.0214541,121.55683969999995"
463	住宅竊盜	1041006	01~03	台北市大同區老師里重慶北路三段334巷15弄1~30號	"25.076001,121.51283969999997"
464	住宅竊盜	1041006	10~12	台北市萬華區西園路二段320巷36弄1~30號	"25.0263725,121.4922894"
465	住宅竊盜	1041007	01~03	台北市中山區龍江路370巷31~60號	"25.0665249,121.53928500000006"
466	住宅竊盜	1041007	13~15	台北市文山區景行里景興路241~270號	"24.9898658,121.54250630000001"
467	住宅竊盜	1041007	13~15	台北市北投區清江里大興街24巷2弄1~30號	"25.1295689,121.49856640000007"
468	住宅竊盜	1041007	13~15	台北市信義區惠安里吳興街506巷1~30號	"25.0232061,121.56836520000002"
469	住宅竊盜	1041009	19~21	台北市萬華區成都路91~120號	"25.043183,121.50466099999994"
470	住宅竊盜	1041011	16~18	台北市信義區雅祥里松信路31~60號	"25.0482662,121.57219069999996"
471	住宅竊盜	1041011	22~24	台北市內湖區內湖路一段91巷151~180號	"25.087442,121.56125889999998"
472	住宅竊盜	1041011	22~24	台北市中正區林興里水源路1 ~ 30號	"25.015237,121.52603260000001"
473	住宅竊盜	1041013	07~09	台北市文山區樟腳里9鄰恆光街30巷1~30號	"24.9819489,121.56680499999993"
474	住宅竊盜	1041013	07~09	台北市松山區撫遠街403巷1~30號	"25.0661841,121.56647640000006"
475	住宅竊盜	1041013	13~15	台北市信義區五全里永吉路200巷41弄1~30號	"25.04492,121.57522740000002"
476	住宅竊盜	1041016	10~12	台北市士林區天玉里天母西路31~60號	"25.1185796,121.52775659999998"
477	住宅竊盜	1041018	04~06	台北市中正區忠勤里汀州路一段92巷1~30號	"25.0301894,121.50726250000002"
478	住宅竊盜	1041018	07~09	台北市萬華區富福里大理街1~30號	"25.0345587,121.50160210000001"
479	住宅竊盜	1041019	01~03	台北市萬華區昆明路121~150號	"25.041789,121.50471800000003"
480	住宅竊盜	1041019	13~15	台北市中正區河堤里汀州路二段151~180號	"25.0232298,121.52269899999999"
481	住宅竊盜	1041020	01~03	台北市大同區南芳里安西街91巷1~30號	"25.0625267,121.51004239999997"
482	住宅竊盜	1041020	07~09	台北市大同區延平里安西街91巷1~30號	"25.0625267,121.51004239999997"
483	住宅竊盜	1041020	07~09	台北市萬華區中華路二段416巷61~90號	"25.0274703,121.50380399999995"
484	住宅竊盜	1041020	13~15	台北市大安區復興南路126巷1~30號	"25.0350808,121.54552339999998"
485	住宅竊盜	1041021	07~09	台北市信義區三犁里03鄰松仁路253巷01弄1~30號	"25.0256847,121.56942809999998"
486	住宅竊盜	1041021	19~21	台北市士林區福中里福港街121~150號	"25.088211,121.518148"
487	住宅竊盜	1041021	22~24	台北市中正區水源里羅斯福路四段40巷1~30號	"25.0154208,121.53335859999993"
488	住宅竊盜	1041023	07~09	台北市松山區南京東路五段291巷5弄1~30號	"25.0520894,121.56646009999997"
489	住宅竊盜	1041023	13~15	台北市北投區振華里懷德街98巷1~30號	"25.1148421,121.5202286"
490	住宅竊盜	1041023	16~18	台北市中正區螢雪里詔安街61 ~ 90號	"25.0242216,121.51366830000006"
491	住宅竊盜	1041023	16~18	台北市中正區螢雪里詔安街61 ~ 90號	"25.0242216,121.51366830000006"
492	住宅竊盜	1041023	16~18	台北市中正區螢雪里詔安街61 ~ 90號	"25.0242216,121.51366830000006"
493	住宅竊盜	1041023	19~21	台北市中正區螢雪里詔安街61 ~ 90號	"25.0242216,121.51366830000006"
494	住宅竊盜	1041023	19~21	台北市中正區螢雪里詔安街61 ~ 90號	"25.0242216,121.51366830000006"
495	住宅竊盜	1041023	19~21	台北市中正區螢雪里詔安街61 ~ 90號	"25.0242216,121.51366830000006"
496	住宅竊盜	1041023	19~21	台北市中正區螢雪里詔安街61 ~ 90號	"25.0242216,121.51366830000006"
497	住宅竊盜	1041024	07~09	台北市中正區南門里博愛路230巷1~30號	"25.0335506,121.50998030000005"
498	住宅竊盜	1041026	10~12	台北市南港區聯成里忠孝東路六段278巷22弄1~30號	"25.0485255,121.58939429999998"
499	住宅竊盜	1041026	19~21	台北市中山區吉林路161巷1~30號	"25.0590072,121.53091189999998"
500	住宅竊盜	1041026	19~21	台北市中山區吉林路161巷1~30號	"25.0590072,121.53091189999998"
501	住宅竊盜	1041027	10~12	台北市士林區聖山里忠誠路一段171巷10弄1~30號	"25.1066735,121.53102480000007"
502	住宅竊盜	1041027	22~24	台北市士林區福佳里文林路495巷1~30號	"25.096625,121.52396899999997"
503	住宅竊盜	1041029	07~09	台北市松山區民生東路五段69巷1弄31~60號	"25.0589659,121.55721070000004"
504	住宅竊盜	1041030	10~12	台北市內湖區民權東路六段481~510號	"25.072639,121.60515039999996"
505	住宅竊盜	1041030	19~21	台北市中山區遼寧街185巷7弄1~30號	"25.053548,121.54320699999994"
506	住宅竊盜	1041030	19~21	台北市信義區松友里虎林街241~270號	"25.0353781,121.5780029"
507	住宅竊盜	1041031	19~21	台北市中山區龍江路356巷1~30號	"25.0658979,121.53771600000005"
508	住宅竊盜	1041101	07~09	台北市信義區和平東路三段631巷1~30號	"25.011883,121.56562299999996"
509	住宅竊盜	1041103	22~24	台北市中山區堤頂大道二段451~480號	"25.0811144,121.56242240000006"
510	住宅竊盜	1041103	22~24	台北市南港區東明里東明街61~90號	"25.054559,121.60184600000002"
511	住宅竊盜	1041104	10~12	台北市士林區平等里平菁街43巷16弄1~30號	"25.1352243,121.5763766"
512	住宅竊盜	1041105	10~12	台北市北投區承德路七段232巷1~30號	"25.11037,121.51076899999998"
513	住宅竊盜	1041107	04~06	台北市信義區興隆里逸仙路32巷1~30號	"25.0399443,121.56206780000002"
514	住宅竊盜	1041109	16~18	台北市中山區雙城街32巷1~30號	"25.066245,121.52394470000002"
515	住宅竊盜	1041109	16~18	台北市內湖區樂康里24鄰安泰街1~30號	"25.0734045,121.61833750000005"
516	住宅竊盜	1041109	22~24	台北市士林區明勝里承德路四段33巷1~30號	"25.0804191,121.52354509999998"
517	住宅竊盜	1041109	22~24	台北市南港區重陽路125巷1~30號	"25.0566796,121.59807920000003"
518	住宅竊盜	1041111	10~12	台北市中山區南京東路三段48巷31~60號	"25.053789,121.53780899999992"
519	住宅竊盜	1041111	13~15	台北市文山區興豐里5鄰興隆路一段241~270號	"24.999742,121.54405799999995"
520	住宅竊盜	1041112	19~21	台北市士林區天山里中山北路七段14巷31~60號	"25.1191047,121.53284659999997"
521	住宅竊盜	1041112	19~21	台北市大同區保安里庫倫街31~60號	"25.0720319,121.5178353"
522	住宅竊盜	1041113	10~12	台北市內湖區康寧路三段165巷25弄1~30號	"25.0799122,121.59814779999999"
523	住宅竊盜	1041114	22~24	台北市大安區延吉街241巷1~30號	"25.043507,121.55455200000006"
524	住宅竊盜	1041115	16~18	台北市文山區萬芳里028鄰萬美街1段19巷1 ~ 30號	"25.00238,121.56912839999995"
525	住宅竊盜	1041115	19~21	台北市中山區中山北路二段93巷1~30號	"25.0594195,121.52330119999999"
526	住宅竊盜	1041116	01~03	台北市松山區南京東路五段251巷46弄1~30號	"25.0537829,121.56506549999995"
527	住宅竊盜	1041116	07~09	台北市大安區龍泉里雲和街91~120號	"25.0230939,121.53303099999994"
528	住宅竊盜	1041116	13~15	台北市內湖區新明路298巷1~30號	"25.0562723,121.58195410000008"
529	住宅竊盜	1041116	13~15	台北市萬華區青年路31~60號	"25.0233825,121.50234599999999"
530	住宅竊盜	1041117	01~03	台北市中正區龍興里南海路61~90號	"25.0285623,121.50832390000005"
531	住宅竊盜	1041117	10~12	台北市南港區合成里忠孝東路六段271~300號	"25.0496424,121.58979699999998"
532	住宅竊盜	1041117	19~21	台北市信義區泰和里吳興街583巷20弄1~30號	"25.0227279,121.56978700000002"
533	住宅竊盜	1041118	13~15	台北市中山區錦州街241巷1弄1~30號	"25.0607777,121.53381009999998"
534	住宅竊盜	1041118	22~24	台北市中山區中山北路四段1~30號	"25.080659,121.52650900000003"
535	住宅竊盜	1041121	10~12	台北市中山區新生北路二段141巷1~30號	"25.0616017,121.52815099999998"
536	住宅竊盜	1041122	04~06	台北市大安區敦安里9鄰安和路一段102巷1~30號	"25.0343708,121.55208909999999"
537	住宅竊盜	1041122	19~21	台北市文山區興得里15鄰興隆路三段112巷4弄1~30號	"24.9985581,121.55692010000007"
538	住宅竊盜	1041123	07~09	台北市內湖區麗山街393巷1~30號	"25.0817484,121.57263360000002"
539	住宅竊盜	1041123	13~15	台北市松山區民生東路五段69巷1弄31~60號	"25.0589659,121.55721070000004"
540	住宅竊盜	1041124	07~09	台北市士林區東山里德行東路393巷1~30號	"25.110975,121.54035099999999"
541	住宅竊盜	1041125	01~03	台北市內湖區五分里8鄰東湖路106巷7弄1~30號	"25.0680598,121.61350570000002"
542	住宅竊盜	1041125	22~24	台北市中正區忠勤里南海路93巷1~30號	"25.0288681,121.50803240000005"
543	住宅竊盜	1041126	16~18	台北市中正區三愛里臨沂街69巷7弄1~30號	"25.0358738,121.52859009999997"
544	住宅竊盜	1041128	10~12	台北市內湖區民權東路六段180巷55弄1~30號	"25.0674367,121.5927097"
545	住宅竊盜	1041128	19~21	台北市大同區鄰江里18鄰重慶北路三段236巷31~60號	"25.0706006,121.51262550000001"
546	住宅竊盜	1041129	10~12	台北市士林區義信里2鄰大東路1~30號	"25.0865996,121.52535149999994"
547	住宅竊盜	1041129	10~12	台北市松山區南京東路四段52巷1~30號	"25.0511679,121.55369399999995"
548	住宅竊盜	1041129	19~21	台北市士林區天玉里天母北路4巷1~30號	"25.1189123,121.52584179999997"
549	住宅竊盜	1041130	10~12	台北市文山區興得里興隆路三段112巷4弄1~30號	"24.9985581,121.55692010000007"
550	住宅竊盜	1041201	07~09	台北市大同區揚雅里昌吉街61巷1~30號	"25.0662106,121.51478680000002"
551	住宅竊盜	1041201	10~12	台北市大安區黎元里安居街81巷1~30號	"25.0192475,121.55272230000003"
552	住宅竊盜	1041201	22~24	台北市信義區國業里松山路540巷3弄31 ~ 60號	"25.0367699,121.5779116"
553	住宅竊盜	1041202	07~09	台北市中山區雙城街28巷1~30號	"25.0659489,121.52385509999999"
554	住宅竊盜	1041203	04~06	台北市內湖區民權東路六段121~150號	"25.0690935,121.59267729999999"
555	住宅竊盜	1041203	04~06	台北市北投區榮光里石牌路一段166巷61~90號	"25.1124156,121.51491980000003"
556	住宅竊盜	1041203	10~12	台北市中山區吉林路241~270號	"25.051276,121.52992710000001"
557	住宅竊盜	1041203	10~12	台北市北投區湖山里湖底路1~30號	"25.1487172,121.53426960000002"
558	住宅竊盜	1041204	10~12	台北市大安區光信里仁愛路四段301~330號	"25.0375342,121.55542779999996"
559	住宅竊盜	1041204	10~12	台北市松山區南京東路五段361~390號	"25.0511457,121.56974909999997"
560	住宅竊盜	1041205	22~24	台北市中山區新生北路二段41巷31~60號	"25.0553858,121.5293891"
561	住宅竊盜	1041206	07~09	台北市士林區福順里4鄰重慶北路四段61~90號	"25.0824444,121.51294810000002"
562	住宅竊盜	1041206	16~18	台北市士林區福志里忠勇街31~60號	"25.0981781,121.53353070000003"
563	住宅竊盜	1041207	19~21	台北市松山區南京東路四段1~30號	"25.0519742,121.54953069999999"
564	住宅竊盜	1041208	07~09	台北市大安區古風里泰順街1~30號	"25.0238109,121.52965100000006"
565	住宅竊盜	1041208	16~18	台北市士林區富光里葫蘆街47巷1~30號	"25.0799056,121.50916110000003"
566	住宅竊盜	1041208	22~24	台北市文山區景仁里羅斯福路六段91~120號	"24.9974527,121.54048950000004"
567	住宅竊盜	1041209	07~09	台北市中正區林興里羅斯福路三段121~150號	"25.0199964,121.52866429999995"
568	住宅竊盜	1041209	13~15	台北市內湖區康樂街76巷1~30號	"25.0699338,121.61877230000005"
569	住宅竊盜	1041210	16~18	台北市大安區正聲里光復南路346巷1~30號	"25.0385092,121.55668960000003"
570	住宅竊盜	1041211	07~09	台北市大安區昌隆里忠孝東路三段211~240號	"25.041912,121.5395191"
571	住宅竊盜	1041211	19~21	台北市大同區斯文里承德路三段91~120號	"25.0662568,121.51859919999993"
572	住宅竊盜	1041212	04~06	台北市中山區龍江路229巷1~30號	"25.0574046,121.54075799999998"
573	住宅竊盜	1041212	04~06	台北市中山區龍江路229巷1~30號	"25.0574046,121.54075799999998"
574	住宅竊盜	1041212	10~12	台北市士林區社子里社正路45巷29弄1~30號	"25.0902425,121.50871129999996"
575	住宅竊盜	1041212	10~12	台北市松山區八德路三段12巷53弄1~30號	"25.045819,121.55082990000005"
576	住宅竊盜	1041213	22~24	台北市信義區永吉里中坡北路43巷1~30號	"25.045997,121.58034399999997"
577	住宅竊盜	1041214	16~18	台北市大安區群賢里和平東路三段1~30號	"25.024907,121.54675799999995"
578	住宅竊盜	1041215	07~09	台北市中山區民權東路二段113巷1弄1~30號	"25.0630922,121.53446110000004"
579	住宅竊盜	1041215	22~24	台北市大安區仁愛里敦化南路一段270巷1~30號	"25.0388947,121.54670280000005"
580	住宅竊盜	1041216	10~12	台北市松山區南京東四段1~30號	"25.0523346,121.54983370000002"
581	住宅竊盜	1041216	13~15	台北市內湖區西湖里環山路一段59巷10弄1~30號	"25.0858647,121.56814050000003"
582	住宅竊盜	1041217	13~15	台北市士林區福中里通河東街一段136巷1~30號	"25.0873499,121.51663899999994"
583	住宅竊盜	1041219	07~09	台北市中山區林森北路119巷1~30號	"25.0508342,121.52525319999995"
584	住宅竊盜	1041219	22~24	台北市士林區福順里重慶北路四段49巷15弄31~60號	"25.0821749,121.51158469999996"
585	住宅竊盜	1041219	22~24	台北市中山區吉林路271~300號	"25.0622684,121.53042069999992"
586	住宅竊盜	1041220	10~12	台北市松山區光復北路230巷31~60號	"25.0559453,121.55422699999997"
587	住宅竊盜	1041220	10~12	台北市松山區健康路391~420號	"25.054497,121.56879660000004"
588	住宅竊盜	1041220	10~12	台北市北投區立農里立農街1段22巷2弄1 ~ 30號	"25.1196493,121.50328289999993"
589	住宅竊盜	1041220	16~18	台北市大安區黎孝里安居街46巷1~30號	"25.0205418,121.55411219999996"
590	住宅竊盜	1041220	19~21	台北市信義區松友里信義路六段76巷8弄1~30號	"25.034223,121.57689099999993"
591	住宅竊盜	1041221	10~12	台北市中正區網溪里同安街86巷1~30號	"25.0218627,121.52011570000002"
592	住宅竊盜	1041221	19~21	台北市內湖區東湖路113巷1~30號	"25.0718788,121.61592569999993"
593	住宅竊盜	1041221	22~24	台北市內湖區星雲路15巷18弄1~30號	"25.0788681,121.59042090000003"
594	住宅竊盜	1041222	04~06	台北市信義區中興里信義路四段361~390號	"25.0331827,121.55852189999996"
595	住宅竊盜	1041222	07~09	台北市萬華區富民路91~120號	"25.0185244,121.49892649999992"
596	住宅竊盜	1041222	07~09	台北市萬華區富民路91~120號	"25.0185244,121.49892649999992"
597	住宅竊盜	1041222	07~09	台北市萬華區富民路91~120號	"25.0185244,121.49892649999992"
598	住宅竊盜	1041222	10~12	台北市中正區網溪里廈門街99巷1~30號	"25.021568,121.51856880000003"
599	住宅竊盜	1041222	10~12	台北市萬華區富民路91~120號	"25.0185244,121.49892649999992"
600	住宅竊盜	1041222	10~12	台北市萬華區富民路91~120號	"25.0185244,121.49892649999992"
601	住宅竊盜	1041223	01~03	台北市大同區至聖里重慶北路三段257巷1~30號	
602	住宅竊盜	1041223	07~09	台北市萬華區長泰街1~30號	
603	住宅竊盜	1041223	16~18	台北市士林區天母里中山北路七段219巷1~30號	
604	住宅竊盜	1041223	19~21	台北市中正區網溪里廈門街99巷1~30號	
605	住宅竊盜	1041224	10~12	台北市北投區立賢里尊賢街241~270號	
606	住宅竊盜	1041224	13~15	台北市萬華區西園路一段241~270號	
607	住宅竊盜	1041225	16~18	台北市士林區天和里中山北路七段14巷63弄1~30號	
608	住宅竊盜	1041225	16~18	台北市中正區板溪里汀州路二段127巷1~30號	
609	住宅竊盜	1041225	19~21	台北市內湖區康寧路一段173巷1~30號	
610	住宅竊盜	1041226	10~12	台北市松山區塔悠路1~30號	
611	住宅竊盜	1041226	22~24	台北市南港區九如里研究院路三段10巷1~30號	
612	住宅竊盜	1041228	04~06	台北市內湖區麗山街348巷10弄1~30號	
613	住宅竊盜	1041228	13~15	台北市中正區光復里漢口街一段80巷1~30號	
614	住宅竊盜	1041228	16~18	台北市信義區雅祥市民大路六段1~30號	
615	住宅竊盜	1041229	16~18	台北市士林區後港里14鄰承德路四段301~330號	
616	住宅竊盜	1041229	22~24	台北市北投區立賢里尊賢街211~240號	
617	住宅竊盜	1041230	04~06	台北市萬華區梧州街46巷10弄1~30號	
618	住宅竊盜	1041230	04~06	台北市萬華區萬大路486巷1~30號	
619	住宅竊盜	1041231	13~15	台北市大安區全安里5鄰和平東路三段91~120號	
620	住宅竊盜	1041231	22~24	台北市文山區景興路275巷1~30號	
621	住宅竊盜	1050101	01~03	台北市文山區木新里21鄰保儀路109巷1~30號	
622	住宅竊盜	1050101	19~21	台北市松山區濱江街430巷1~30號	
623	住宅竊盜	1050101	22~24	台北市中山區錦州街31~60號	
624	住宅竊盜	1050101	22~24	台北市士林區中山北路7段14巷61 ~ 90號	
625	住宅竊盜	1050101	22~24	台北市內湖區康樂街110巷16弄1 ~ 30號	
626	住宅竊盜	1050102	10~12	台北市中正區龍興里三元街1 ~ 30號	
627	住宅竊盜	1050102	16~18	台北市中山區松江路235巷1~30號	
628	住宅竊盜	1050102	19~21	台北市中正區愛國西路1~30號	
629	住宅竊盜	1050103	13~15	台北市信義區興隆里逸仙路50巷1~30號	
630	住宅竊盜	1050103	16~18	台北市大安區錦華里杭州南路二段93巷1~30號	
631	住宅竊盜	1050103	19~21	台北市中山區新生北路二段58巷1~30號	
632	住宅竊盜	1050104	07~09	台北市內湖區康樂街136巷29弄31~60號	
633	住宅竊盜	1050104	19~21	台北市大安區虎嘯里敦化南路二段151~180號	
634	住宅竊盜	1050104	22~24	台北市松山區南京東路五段251巷46弄1~30號	
635	住宅竊盜	1050105	13~15	台北市內湖區康寧路一段301~330號	
636	住宅竊盜	1050106	01~03	台北市文山區順興里9鄰木新路二段158巷1弄1~30號	
637	住宅竊盜	1050106	10~12	台北市中正區南福里寧波西街1~30號	
638	住宅竊盜	1050107	13~15	台北市士林區蘭興里德行東路1~30號	
639	住宅竊盜	1050107	16~18	台北市士林區蘭興里德行東路1~30號	
640	住宅竊盜	1050107	19~21	台北市信義區五常里永吉路181~210號	
641	住宅竊盜	1050108	22~24	台北市文山區萬隆里羅斯福路五段211~240號	
642	住宅竊盜	1050109	22~24	台北市南港區鴻福里玉成街241~270號	
643	住宅竊盜	1050110	04~06	台北市文山區萬盛里萬盛街91~120號	
644	住宅竊盜	1050110	07~09	台北市北投區奇岩里公館路85巷2弄1~30號	
645	住宅竊盜	1050110	16~18	台北市內湖區康樂街136巷30弄1~30號	
646	住宅竊盜	1050110	19~21	台北市松山區南京東路五段250巷2弄1~30號	
647	住宅竊盜	1050111	16~18	台北市士林區葫蘆里延平北路五段241~270號	
648	住宅竊盜	1050111	16~18	台北市萬華區康定路1~30號	
649	住宅竊盜	1050111	19~21	台北市士林區蘭雅里德行東路1~30號	
650	住宅竊盜	1050112	07~09	台北市士林區天和里天母東路91巷1~30號	
651	住宅竊盜	1050113	04~06	台北市內湖區康樂街220巷2弄1~30號	
652	住宅竊盜	1050113	10~12	台北市大同區至聖里民族西路187巷1~30號	
653	住宅竊盜	1050113	16~18	台北市北投區承德路七段361~390號	
654	住宅竊盜	1050113	22~24	台北市南港區九如里研究院路三段10巷1~30號	
655	住宅竊盜	1050114	10~12	台北市大同區雙連里重慶北路二段2巷151~180號	
656	住宅竊盜	1050114	22~24	台北市中山區明水路541~570號	
657	住宅竊盜	1050115	07~09	台北市南港區合成里忠孝東路六段61~90號	
658	住宅竊盜	1050115	10~12	台北市文山區忠順里14鄰興隆路四段145巷83弄1~30號	
659	住宅竊盜	1050116	10~12	台北市內湖區金湖路331~360號	
660	住宅竊盜	1050116	16~18	台北市北投區開明里復興四路1~30號	
661	住宅竊盜	1050117	13~15	台北市大安區民輝里八德路2段10巷1 ~ 30號	
662	住宅竊盜	1050118	19~21	台北市內湖區金湖路1~30號	
663	住宅竊盜	1050119	01~03	台北市中山區北安路630巷9弄1~30號	
664	住宅竊盜	1050119	13~15	台北市大同區寧夏路121~150號	
665	住宅竊盜	1050119	16~18	台北市文山區興得里興隆路三段31~60號	
666	住宅竊盜	1050120	07~09	台北市萬華區莒光路271~300號	
667	住宅竊盜	1050120	10~12	台北市大安區義安里敦化南路2段81巷31~60號	
668	住宅竊盜	1050121	13~15	台北市士林區陽明里凱旋路61~90號	
669	住宅竊盜	1050122	16~18	台北市松山區南京東路五段291巷6弄1~30號	
670	住宅竊盜	1050122	22~24	台北市北投區智仁里中和街481~510號	
671	住宅竊盜	1050123	07~09	台北市信義區雙和里吳興街284巷24弄61~90號	
672	住宅竊盜	1050124	13~15	台北市文山區興昌里辛亥路四段101巷140弄1~30號	
673	住宅竊盜	1050124	19~21	台北市中山區民生西路45巷9弄1~30號	
674	住宅竊盜	1050125	07~09	台北市內湖區安康路434巷20弄1~30號	
675	住宅竊盜	1050125	10~12	台北市大安區黎和里和平東路三段416巷25弄1~30號	
676	住宅竊盜	1050125	10~12	台北市北投區中庸里雙全街62巷1~30號	
677	住宅竊盜	1050125	10~12	台北市中正區黎明里重慶南路一段1~30號	
678	住宅竊盜	1050126	07~09	台北市士林區百齡里8鄰福港街259巷1~30號	
679	住宅竊盜	1050126	16~18	台北市松山區三民路96巷1~30號	
680	住宅竊盜	1050127	13~15	台北市北投區立賢里實踐街5巷1~30號	
681	住宅竊盜	1050128	13~15	台北市內湖區碧山里7鄰內湖路三段60巷12弄61~90號	
682	住宅竊盜	1050128	19~21	台北市士林區福順里延平北路五段121~150號	
683	住宅竊盜	1050129	04~06	台北市內湖區新明路380巷6弄1~30號	
684	住宅竊盜	1050129	13~15	台北市北投區中央里中正街49巷31弄31~60號	
685	住宅竊盜	1050129	16~18	台北市松山區南京東路五段291巷19弄31~60號	
686	住宅竊盜	1050129	22~24	台北市內湖區文德路208巷6弄1~30號	
687	住宅竊盜	1050130	10~12	台北市大安區黎孝里和平東路三段271~300號	
688	住宅竊盜	1050130	22~24	台北市信義區忠孝東路四段481~510號	
689	住宅竊盜	1050131	10~12	台北市中山區民權東路三段61~90號	
690	住宅竊盜	1050131	22~24	台北市中山區林森北路107巷31~60號	
691	住宅竊盜	1050201	19~21	台北市松山區南京東路五段181~210號	
692	住宅竊盜	1050202	19~21	台北市南港區九如里研究院路三段10巷1~30號	
693	住宅竊盜	1050203	04~06	台北市大同區玉泉里西寧北路86巷1~30號	
694	住宅竊盜	1050203	07~09	台北市中山區新生北路三段87巷1~30號	
695	住宅竊盜	1050203	10~12	台北市松山區南京東路五段389巷11弄1~30號	
696	住宅竊盜	1050203	19~21	台北市南港區仁福里福德街373巷31~60號	
697	住宅竊盜	1050204	13~15	台北市文山區萬隆里萬隆街61~90號	
698	住宅竊盜	1050205	07~09	台北市中山區新生北路二段127巷31~60號	
699	住宅竊盜	1050205	16~18	台北市士林區天壽里中山北路六段441巷1~30號	
700	住宅竊盜	1050207	07~09	台北市中山區中山北路一段33巷1~30號	
701	住宅竊盜	1050207	16~18	台北市大安區錦安里麗水街17巷1~30號	
702	住宅竊盜	1050208	19~21	台北市大安區臨江里5鄰通化街123巷31~60號	
703	住宅竊盜	1050209	10~12	台北市內湖區成功路二段250巷1~30號	
704	住宅竊盜	1050209	22~24	台北市大安區通安里17鄰通化街170巷1~30號	
705	住宅竊盜	1050210	07~09	台北市萬華區大理街160巷23弄1~30號	
706	住宅竊盜	1050210	07~09	台北市松山區精忠里民生東路四段55巷1~30號	
707	住宅竊盜	1050210	13~15	台北市士林區福中里12鄰通河東街一段124巷1~30號	
708	住宅竊盜	1050210	19~21	台北市士林區天和里中山北路七段114巷61弄1~30號	
709	住宅竊盜	1050211	10~12	台北市中山區民生東路二段147巷5弄1~30號	
710	住宅竊盜	1050212	01~03	台北市士林區福林里10鄰中山北路五段280巷1~30號	
711	住宅竊盜	1050212	16~18	台北市萬華區三水街61~90號	
712	住宅竊盜	1050213	19~21	台北市信義區正和里光復南路421巷91~120號	
713	住宅竊盜	1050214	19~21	台北市南港區東新里向陽路120巷2弄1~30號	
714	住宅竊盜	1050217	01~03	台北市中正區水源里羅斯福路四段52巷16弄1~30號	
715	住宅竊盜	1050217	10~12	台北市中山區吉林路199巷1~30號	
716	住宅竊盜	1050217	16~18	台北市北投區吉利里石牌路一段39巷120弄1~30號	
717	住宅竊盜	1050218	01~03	台北市中山區農安街1~30號	
718	住宅竊盜	1050218	01~03	台北市中山區民權東路二段152巷6弄1~30號	
719	住宅竊盜	1050219	13~15	台北市松山區市民大道五段121~150號	
720	住宅竊盜	1050219	16~18	台北市中山區伊通街99巷15之1~30號	
721	住宅竊盜	1050220	01~03	台北市士林區福順里重慶北路四段61~90號	
722	住宅竊盜	1050220	07~09	台北市內湖區港富里18鄰內湖路一段737巷91~120號	
723	住宅竊盜	1050220	19~21	台北市萬華區大理街159巷3弄1~30號	
724	住宅竊盜	1050221	07~09	台北市萬華區萬大路277巷31~60號	
725	住宅竊盜	1050222	10~12	台北市萬華區萬大路486巷37弄1~30號	
726	住宅竊盜	1050223	04~06	台北市中正區愛國里9鄰延平南路258巷1~30號	
727	住宅竊盜	1050223	13~15	台北市北投區福興里自強街5巷91~120號	
728	住宅竊盜	1050224	13~15	台北市士林區後港里大南路391~420號	
729	住宅竊盜	1050225	10~12	台北市文山區辛亥路六段31~60號	
730	住宅竊盜	1050225	22~24	台北市內湖區新明路219巷2弄1~30號	
731	住宅竊盜	1050226	07~09	台北市中正區文盛里羅斯福路三段316巷9弄1~30號	
732	住宅竊盜	1050226	10~12	台北市大安區正聲里仁愛路四段391~420號	
733	住宅竊盜	1050227	10~12	台北市萬華區中華路2段364巷1 ~ 30號	
734	住宅竊盜	1050227	19~21	台北市萬華區中華路二段416巷61~90號	
735	住宅竊盜	1050228	16~18	台北市中山區新生北路二段27巷1~30號	
736	住宅竊盜	1050301	10~12	台北市松山區東新街54巷1~30號	
737	住宅竊盜	1050302	13~15	台北市大同區市民大道一段181~210號	
738	住宅竊盜	1050303	01~03	台北市士林區社新里6鄰社子街31~60號	
739	住宅竊盜	1050303	07~09	台北市北投區吉慶里承德路七段164巷1~30號	
740	住宅竊盜	1050304	07~09	台北市中山區民族東路31~60號	
741	住宅竊盜	1050304	10~12	台北市北投區開明里復興四路8巷1~30號	
742	住宅竊盜	1050305	22~24	台北市士林區天壽里16鄰天母西路31~60號	
743	住宅竊盜	1050306	01~03	台北市大同區至聖里大龍街241 ~ 270號	
744	住宅竊盜	1050306	10~12	台北市中山區龍江路295巷1~30號	
745	住宅竊盜	1050307	16~18	台北市內湖區內湖路二段301~330號	
746	住宅竊盜	1050307	22~24	台北市大安區建倫里22鄰忠孝東路四段170巷17弄1~30號	
747	住宅竊盜	1050308	01~03	台北市文山區景慶里景福街242巷1~30號	
748	住宅竊盜	1050308	10~12	台北市中正區南福里羅斯福路一段90巷1~30號	
749	住宅竊盜	1050308	13~15	台北市內湖區新富街31~60號	
750	住宅竊盜	1050310	13~15	台北市萬華區大理街31~60號	
751	住宅竊盜	1050310	16~18	台北市大安區光武里24鄰復興南路一段135巷1~30號	
752	住宅竊盜	1050311	01~03	台北市士林區社新里社子街112巷20弄1~30號	
753	住宅竊盜	1050311	01~03	台北市士林區社新里19鄰社子街22巷65弄1~30號	
754	住宅竊盜	1050312	01~03	台北市松山區寶清街1~30號	
755	住宅竊盜	1050313	07~09	台北市松山區南京東路五段251巷22弄31~60號	
756	住宅竊盜	1050314	16~18	台北市士林區蘭興里德行西路93巷6弄1~30號	
